,식품군,식품이름,열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),포화지방산 (g)
2291,과자류,유기농 바닐라맛 사과칩,27.9,6.84,0.18,0.0,0.0,9.0,0.0
2292,과자류,유기농 버터스카치,3.75,1.0,0.0,0.0,0.71,0.0,0.0
2293,과자류,유기농 블랙커런트 통밀귀리 시리얼바,35.1,4.8,0.69,1.5,0.18,0.0,0.39
2294,과자류,유기농 블루베리 요거트 드림즈,201.25,36.75,7.0,2.97,5.6,105.0,1.75
2295,과자류,유기농 블루베리잼 비스킷,32.4,6.12,0.36,0.72,3.96,0.0,0.0
2296,과자류,유기농 사과 & 오렌지 통밀귀리 시리얼바,37.2,5.4,0.6,1.44,2.31,0.0,0.39
2297,과자류,유기농 사우어웜,3.33,0.77,0.07,0.0,0.6,0.17,0.0
2298,과자류,유기농 사탕,4.12,1.0,0.0,0.0,0.75,0.0,0.0
2299,과자류,유기농 사탕/#0103,4.12,1.0,0.0,0.0,1.0,0.0,0.0
2300,과자류,유기농 사탕/#0158,4.12,1.0,0.0,0.0,1.0,0.0,0.0
2301,과자류,유기농 사탕/#0159,4.12,1.0,0.0,0.0,1.0,0.0,0.0
2302,과자류,유기농 사탕/#0198,4.12,1.0,0.0,0.0,1.0,0.0,0.0
2303,과자류,유기농 솜사탕,3.83,0.97,0.0,0.0,0.97,0.33,0.0
2304,과자류,유기농 스타코코볼(천연향(바닐라/카라멜)1%함유),6.1,1.3,0.1,0.07,0.47,4.75,0.06
2305,과자류,유기농 스톤 그라운드 밀 크래커,42.0,6.0,0.9,1.5,0.9,42.0,0.0
2306,과자류,유기농 스톤 그라운드 호밀 & 아마 크래커,39.0,5.4,0.9,1.8,0.9,60.0,0.0
2307,과자류,유기농 오렌지 요거트 드림즈,36.96,6.75,1.29,0.51,2.55,19.29,0.29
2308,과자류,유기농 웨하스(크라운제과),111.28,13.7,1.55,5.59,2.66,44.22,2.67
2309,과자류,유기농 초콜릿칩 앤 헤이즐넛 쿠키,43.97,5.68,0.59,2.08,2.57,24.66,0.72
2310,과자류,유기농 캔디드롭스,4.12,1.0,0.0,0.0,0.75,0.0,0.0
2311,과자류,유기농 콘후레이크와 레드 베리,31.8,7.5,0.45,0.0,1.26,44.1,0.0
2312,과자류,유기농 쿠키(크라운제과),81.6,12.69,1.29,3.57,1.81,41.63,0.63
2313,과자류,유기농 크런치 무슬리,38.1,6.39,0.69,0.93,1.8,9.6,0.42
2314,과자류,유기농 크록스 코코넛 비스킷 위드 위트시럽,45.72,5.04,0.72,2.52,2.22,0.0,1.44
2315,과자류,유기농 크록스 핏츠 버터 비스킷 위드 프레쉬 밀크,41.76,6.48,0.72,1.44,2.22,28.08,1.08
2316,과자류,유기농 키드 믹스,32.1,6.6,0.9,0.24,0.99,27.0,0.0
2317,과자류,유기농 키즈 무슬리,34.8,6.39,0.75,0.6,1.14,10.8,0.3
2318,과자류,유기농 텐테이션 오렌지,43.62,5.54,0.69,2.08,2.77,21.81,1.38
2319,과자류,유기농 텐테이션 진저 레몬,43.62,5.54,0.69,2.08,2.09,18.0,1.38
2320,과자류,유기농 텐테이션 헤이즐넛,45.35,5.19,0.69,2.42,2.77,19.04,1.38
2321,과자류,유기농 트루루츠 리치 초콜릿칩  큐키스,45.0,5.46,0.32,2.25,3.21,20.89,1.29
2322,과자류,유기농 트루루츠 아즈텍 초콜릿천크  큐키스,45.0,4.82,0.32,2.57,2.57,19.29,1.45
2323,과자류,유기농 트루루츠 에이션트 쓰리시드 큐키스,45.0,5.14,0.64,2.25,1.93,25.71,1.12
2324,과자류,유기농 트루루츠 오렌지 진저 큐키스,45.0,5.46,0.32,2.25,2.25,22.5,1.12
2325,과자류,유기농 트루루츠 클래식 바닐라 큐키스,45.0,5.46,0.64,2.25,2.25,27.32,1.12
2326,과자류,유기농 펌킨 스파이스 플랙스 플러스 그라눌라 바,36.0,5.91,0.77,1.03,2.57,20.57,0.13
2327,과자류,유기농 펌킨 플랙스 그라놀라,42.55,6.05,0.98,1.64,1.64,7.36,0.26
2328,과자류,유기농 페퍼민트,3.75,1.0,0.0,0.0,0.75,0.0,0.0
2329,과자류,유기농 푸어 쿠키 바닐라,40.68,5.76,0.36,1.8,2.16,18.0,1.08
2330,과자류,유기농 푸어 쿠키 초코-카카오,45.36,5.76,0.72,2.16,2.52,10.8,1.08
2331,과자류,유기농 플락스플러스 바닐라 아몬드 그라놀라,40.91,5.89,0.98,1.47,1.64,13.09,0.25
2332,과자류,유기농 피넛버터 크리스피 라이스바,35.36,6.43,0.64,0.96,2.25,20.89,0.0
2333,과자류,유기농 하드 캔디 (사과맛),3.75,0.94,0.0,0.0,0.75,1.25,0.0
2334,과자류,유기농 하드 캔디 (석류맛),3.77,0.93,0.0,0.0,0.75,1.27,0.0
2335,과자류,유기농 하드 캔디 (체리맛),3.75,0.94,0.0,0.0,0.75,1.25,0.0
2336,과자류,유기농 하드 캔디 (허니레몬맛),3.75,0.94,0.0,0.0,0.75,1.25,0.0
2337,과자류,유기농 하드 캔디 (허니맛),3.77,0.93,0.0,0.0,0.75,1.27,0.0
2338,과자류,유기농 허니 글로브,33.6,7.44,0.6,0.09,1.92,10.8,0.33
2339,과자류,유기농 허니 오트밀 크런치 그라놀라 바,42.75,6.3,0.68,1.58,2.03,13.5,0.22
2340,과자류,유기농 허닝 와플,38.03,6.75,0.22,1.12,1.35,36.0,0.68
2341,과자류,유기농 헤리티지 프레이크,36.0,7.2,1.2,0.3,1.2,39.0,0.0
2342,과자류,유기농 헤리티지 플레이크,36.0,7.2,1.2,0.3,1.2,39.0,0.0
2343,과자류,유기농꿀 캔디,3.75,0.94,0.0,0.0,0.62,0.0,0.06
2344,과자류,유기농민트망고캔디,3.75,0.94,0.0,0.0,0.75,0.0,0.0
2345,과자류,유기농생강꿀 캔디,3.75,0.94,0.0,0.0,0.62,0.0,0.06
2346,과자류,유기농석류꿀 캔디,3.75,0.94,0.0,0.0,0.62,0.0,0.06
2347,과자류,유기농쌀과자아기꼬야12개월부터 (산들촌),32.4,7.56,0.36,0.0,3.0,2.52,0.0
2348,과자류,유기농쌀과자아기꼬야바다12개월부터 (산들촌),32.4,7.56,0.36,0.0,0.36,2.52,0.0
2349,과자류,유기농쌀과자아기꼬야바다7개월부터 (산들촌),32.4,7.56,0.36,0.0,0.3,2.52,0.0
2350,과자류,유기농진저익스트림캔디,3.75,0.94,0.0,0.0,0.75,0.0,0.0
2351,과자류,유끼노야도,42.35,6.62,0.37,1.59,6.35,51.62,0.0
2352,과자류,유키노야도 센베이,41.1,6.6,0.3,1.5,6.6,51.0,0.0
2353,과자류,유피 망고 블라스트 (102g),3.33,0.78,0.06,0.0,0.6,0.56,0.0
2354,과자류,유피 초코 글리,3.33,0.78,0.06,0.0,0.6,0.56,0.0
2355,과자류,유피 트로피컬 베리,3.33,0.79,0.04,0.0,0.6,0.0,0.0
2356,과자류,유피 핫도그모양 빅프랭크,3.44,0.8,0.06,0.0,0.6,0.5,0.0
2357,과자류,이네노사토,41.16,6.51,0.54,1.44,3.6,59.67,0.42
2358,과자류,이마트딸기샌드(크라운제과),46.1,6.16,0.44,2.19,2.45,23.61,1.37
2359,과자류,이마트바나나샌드(크라운제과),45.82,6.17,0.43,2.16,2.47,25.09,1.29
2360,과자류,이마트우리밀버터와플(크라운제과),163.44,25.68,2.64,5.57,2.76,111.89,3.96
2361,과자류,이마트해조칼슘콘칩(크라운제과),47.1,5.81,0.45,2.45,0.18,39.04,0.75
2362,과자류,이색모나카,27.0,6.07,0.34,0.17,1.8,0.56,0.0
2363,과자류,이소 메구리,36.0,7.43,0.68,0.34,2.92,69.75,0.0
2364,과자류,이소노카오리 센베이,37.8,7.56,0.9,0.45,3.24,14.4,0.0
2365,과자류,이코' 멀티그레인 통밀 비스킷,45.41,4.46,2.13,2.13,1.21,24.95,1.31
2366,과자류,이코' 통밀 비스킷 참깨,47.05,5.32,0.82,2.45,2.22,29.05,1.23
2367,과자류,이코' 통밀 비스킷 호박씨,47.05,5.32,0.82,2.45,2.22,40.09,1.23
2368,과자류,인디 나쵸칩 오리지날,43.07,6.11,0.64,1.93,0.0,17.68,0.32
2369,과자류,인디 라운드 나쵸칩,43.07,6.11,0.64,1.93,0.0,17.68,0.32
2370,과자류,인디안밥(농심),45.0,6.0,0.6,2.1,0.0,60.0,0.75
2371,과자류,임페리얼 데니쉬스타일 버터 쿠키,45.0,6.27,0.55,1.99,2.3,30.71,1.27
2372,과자류,자갈치(농심),45.75,5.85,0.6,2.25,0.4,43.5,0.72
2373,과자류,자색고구마쿠키,60.92,8.58,0.55,2.77,1.52,33.23,1.38
2374,과자류,자연 그대로 옥수수퐁(크라운제과),39.44,7.55,0.47,0.81,2.45,14.99,0.35
2375,과자류,자이언트 콜라병모양젤리,3.3,0.76,0.07,0.0,0.6,0.4,0.0
2376,과자류,자일리톨 아이스민트,0.07,0.03,0.0,0.0,0.01,0.0,0.0
2377,과자류,자일리톨 알파 블루민트,0.07,0.03,0.0,0.0,0.01,0.0,0.0
2378,과자류,자일리톨 알파 오리지날,0.07,0.03,0.0,0.0,0.01,0.0,0.0
2379,과자류,자일리톨 알파 쿨민트,0.07,0.03,0.0,0.0,0.01,0.0,0.0
2380,과자류,자일리톨 오리지날,0.07,0.03,0.0,0.0,0.01,0.0,0.0
2381,과자류,자일리톨 핑크민트,0.07,0.03,0.0,0.0,0.0,0.0,0.0
2382,과자류,자쿠리초코쿠키,44.1,6.3,0.54,1.98,2.63,29.7,0.9
2383,과자류,잘무리,37.29,7.46,0.0,0.77,0.0,7.46,0.51
2384,과자류,장미향 버터비스킷,48.0,5.7,0.6,2.7,2.1,9.0,1.8
2385,과자류,재커 포테이토 크리습 토마토맛,46.29,5.5,0.58,2.44,0.93,51.11,1.16
2386,과자류,잭앤질 치즈컬즈-치즈분말12.46%,288.75,22.75,3.15,19.25,5.99,497.0,9.62
2387,과자류,잭푸르츠칩,38.57,7.07,0.64,0.96,5.22,0.0,0.0
2388,과자류,잭플룻칩,40.36,7.09,0.55,1.09,5.18,2.73,0.0
2389,과자류,쟈키쟈키(빙그레),47.81,5.4,0.48,2.7,0.63,54.9,1.03
2390,과자류,점보 드롭스,3.85,0.92,0.0,0.0,0.75,0.38,0.0
2391,과자류,점보 스트룹 와플,39.23,5.54,0.23,1.85,3.0,18.46,1.11
2392,과자류,제이타쿠노키와미카린토우,44.59,6.14,0.41,2.05,4.09,8.18,0.41
2393,과자류,제크,44.1,5.85,0.63,1.98,0.54,71.82,1.17
2394,과자류,제크 오리지널,88.2,11.88,1.08,3.96,0.54,115.96,2.16
2395,과자류,제크라이트,41.85,6.21,0.72,1.53,0.78,78.12,0.9
2396,과자류,젤리 빈스,3.73,0.93,0.0,0.0,0.6,0.0,0.0
2397,과자류,젤리벨리 딸기잼향 캔디,3.75,0.68,0.0,0.0,0.75,0.25,0.0
2398,과자류,젤리벨리 딸기치즈케이크향 캔디,3.5,0.9,0.0,0.0,0.6,0.0,0.0
2399,과자류,젤리벨리 레몬맛 캔디,3.5,0.93,0.0,0.0,0.6,0.0,0.0
2400,과자류,젤리벨리 망고맛 캔디,3.5,0.93,0.0,0.0,0.6,1.25,0.0
2401,과자류,젤리벨리 버터팝콘향 캔디,14.0,3.7,0.0,0.0,2.42,2.0,0.0
2402,과자류,젤리벨리 복숭아맛 캔디,3.5,0.9,0.0,0.0,0.6,0.25,0.0
2403,과자류,젤리벨리 블루베리향 캔디,3.5,0.9,0.0,0.0,0.6,0.25,0.0
2404,과자류,젤리벨리 선키스트 탄제린맛 캔디,3.5,0.88,0.0,0.0,0.6,0.25,0.0
2405,과자류,젤리벨리 아이스크림 향 캔디,3.5,0.88,0.0,0.0,0.6,0.25,0.0
2406,과자류,젤리벨리 체리맛 캔디,3.5,0.9,0.0,0.0,0.6,0.0,0.0
2407,과자류,젤리벨리 칵테일맛 클래식믹스 캔디,3.5,0.93,0.0,0.0,0.6,0.5,0.0
2408,과자류,젤리벨리 키위향 캔디,3.5,0.93,0.0,0.0,0.6,0.25,0.0
2409,과자류,젤리벨리 투티푸루티향 캔디,3.5,0.93,0.0,0.0,0.6,0.25,0.0
2410,과자류,젤리벨리 포도맛 크러쉬 캔디,3.5,0.68,0.0,0.0,0.6,0.38,0.0
2411,과자류,젤리벨리 풍선껌향 캔디,3.5,0.93,0.0,0.0,0.6,0.25,0.0
2412,과자류,젯퍼프 마시멜로,3.33,0.8,0.03,0.0,0.55,0.87,0.0
2413,과자류,젯퍼프 스태커멜로,3.33,0.8,0.03,0.0,0.55,0.53,0.0
2414,과자류,조비스 바나나 칩,47.1,5.25,0.11,3.21,0.0,0.15,0.96
2415,과자류,조이풀 메이플리 오트밀,33.0,5.7,0.3,2.4,2.09,34.5,1.2
2416,과자류,조청유과,155.0,18.0,0.8,9.0,2.4,85.0,2.7
2417,과자류,조청유과(농심),51.0,5.7,0.24,3.0,2.4,22.5,0.99
2418,과자류,죠나마 모미지,22.42,5.09,0.42,0.05,4.47,0.0,0.0
2419,과자류,죠나마 바라,22.42,5.09,0.42,0.05,4.48,0.0,0.0
2420,과자류,죠나마 사쿠라,22.36,5.07,0.42,0.05,4.47,0.0,0.0
2421,과자류,죠나마 스즈란,22.42,5.09,0.42,0.05,4.48,0.0,0.0
2422,과자류,죠나마 아지사이,22.25,5.07,0.39,0.05,4.48,0.0,0.0
2423,과자류,죠나마 쵸우센마츠모토,22.36,5.07,0.42,0.05,4.47,0.0,0.0
2424,과자류,죠나마 코스모스,22.36,5.07,0.42,0.05,4.47,0.0,0.0
2425,과자류,죠나마 코우바이,22.49,5.1,0.42,0.05,4.48,0.0,0.0
2426,과자류,죠나마 키쿄우,22.36,5.07,0.42,0.05,4.47,0.0,0.0
2427,과자류,죠나마 하스,22.49,5.1,0.42,0.05,4.48,0.0,0.0
2428,과자류,죠리퐁(크라운제과),39.77,6.89,0.69,1.19,3.3,14.89,0.53
2429,과자류,죠스바(롯데제과),113.33,28.4,0.04,0.09,20.0,0.68,0.0
2430,과자류,주도리아,43.5,6.07,0.68,1.73,2.18,0.01,0.9
2431,과자류,주물러배(롯데제과),51.02,14.29,0.0,0.41,11.43,0.0,0.36
2432,과자류,줄리스 러브레터 (딸기향 웨이퍼스틱),42.0,6.57,0.57,1.5,3.63,19.5,0.78
2433,과자류,줄리스 러브레터(초콜릿향 크림 웨이퍼스틱),40.5,6.99,0.57,1.14,3.96,20.1,0.57
2434,과자류,쥬라웨하스바닐라,46.73,5.88,0.35,2.42,2.55,8.65,2.34
2435,과자류,쥬스풀,3.08,0.73,0.04,0.0,0.6,0.19,0.0
2436,과자류,쥬시 블루베리 프루슬리(뮤즐리 바),33.0,6.3,0.45,0.69,2.7,0.0,0.15
2437,과자류,쥬시초이스,100.0,24.29,0.0,0.0,17.78,42.86,0.0
2438,과자류,쥴스 데스트루퍼 어센틱 벨기안 비스킷 레이스비스킷 위드 캐슈넛,43.2,6.84,0.36,1.44,4.68,21.6,0.72
2439,과자류,쥴스 데스트루퍼 어센틱 벨기안 비스킷 버터그리스프,42.19,6.75,0.56,1.41,3.66,16.88,0.84
2440,과자류,쥴스 데스트루퍼 어센틱 벨기안 비스킷 버터와플,46.8,5.76,0.36,2.16,5.04,32.4,1.62
2441,과자류,쥴스 데스트루퍼 어센틱 벨기안 비스킷 시나몬 비스킷 위드 밀크초콜릿,45.0,5.7,0.6,2.4,4.5,18.0,1.5
2442,과자류,쥴스 데스트루퍼 어센틱 벨기안 비스킷 아몬드씬,42.0,6.3,0.6,1.35,3.3,36.0,0.6
2443,과자류,지 세트,51.57,4.79,0.64,3.0,2.93,12.6,1.94
2444,과자류,지라 플러스 비스킷,40.95,6.22,0.61,1.68,2.22,31.5,1.06
2445,과자류,진저 쇼트브래드,47.05,5.73,0.41,2.58,2.2,22.91,1.72
2446,과자류,진진부스트,3.75,0.94,0.0,0.0,0.75,0.94,0.0
2447,과자류,진진부스트 캔디,3.75,0.94,0.0,0.0,0.75,0.94,0.0
2448,과자류,징거비스킷,41.25,7.5,0.38,0.94,2.22,20.62,0.38
2449,과자류,짜나쫄,355.84,37.44,6.4,12.8,0.8,32.0,0.4
2450,과자류,짱구,46.5,5.7,0.6,2.4,1.19,19.5,0.9
2451,과자류,쫄병매콤한맛(농심),46.29,5.4,0.51,2.57,0.51,54.0,1.23
2452,과자류,쫄병바베큐(농심),46.29,5.4,0.51,2.57,0.6,48.86,1.29
2453,과자류,쬰쬬니 콜라,4.0,0.8,0.0,0.09,0.22,0.0,0.09
2454,과자류,쯔마미 그린마메,39.55,5.73,1.64,1.09,4.64,57.27,0.0
2455,과자류,쯔마미 노리쇼우피넛,51.55,3.0,2.18,3.55,3.0,22.64,0.82
2456,과자류,쯔마미 다네,42.14,6.1,0.82,1.68,0.65,53.59,0.2
2457,과자류,쯔마미 새우맛땅콩,47.73,4.09,1.64,2.73,3.82,31.36,0.55
2458,과자류,쯔마미 오징어맛땅콩,47.73,4.09,1.64,2.73,3.82,30.0,0.57
2459,과자류,쯔마미 와사비맛그린마메,38.18,6.0,1.64,0.9,4.91,49.09,0.0
2460,과자류,쯔마미 와사비맛빈스,40.91,5.45,1.91,1.25,4.91,45.0,0.0
2461,과자류,쯔마미 이찌방 그린마메,39.55,5.73,1.64,1.09,2.9,57.27,0.0
2462,과자류,쯔마미 이찌방 노리쇼우피넛,51.55,3.0,2.18,3.55,3.0,22.64,0.82
2463,과자류,쯔마미 이찌방 새우맛땅콩,47.73,4.09,1.64,2.73,3.82,31.36,0.55
2464,과자류,쯔마미 이찌방 오징어맛땅콩,47.73,4.09,1.64,2.73,3.82,30.0,0.57
2465,과자류,쯔마미 이찌방 와사비맛그린마메,38.18,6.0,1.64,0.9,4.91,49.09,0.0
2466,과자류,쯔마미 이찌방 와사비맛빈스,40.91,5.45,1.91,1.25,4.91,45.0,0.0
2467,과자류,쯔마미 이찌방 프라이빈스,39.55,5.18,1.91,1.28,3.91,30.0,0.0
2468,과자류,쯔마미 이치방 그린피,39.3,5.7,1.5,1.2,2.25,56.7,0.12
2469,과자류,쯔마미 이치방 바타피,57.3,1.5,2.4,4.5,1.5,10.8,0.9
2470,과자류,쯔마미 이치방 와사비그린피,38.4,6.0,1.5,0.9,4.8,49.5,0.06
2471,과자류,쯔마미 이치방 와사비빈,40.2,5.4,1.8,1.2,3.0,45.0,0.09
2472,과자류,쯔마미 이치방 코츠부에비,48.3,4.2,1.8,2.7,3.6,30.9,0.6
2473,과자류,쯔마미 이치방 코츠부이카,48.6,4.2,1.5,3.0,3.6,29.4,0.6
2474,과자류,쯔마미 이치방 타레카케빈,40.2,5.4,1.8,1.2,4.8,30.0,0.09
2475,과자류,쯔마미 프라이빈스,39.55,5.18,1.91,1.28,0.53,30.0,0.0
2476,과자류,쯔마미이찌방 그린마메,42.1,5.23,1.45,1.74,2.9,46.45,0.87
2477,과자류,쯔마미이찌방 와사비그린마메,36.29,5.81,1.45,0.87,4.91,60.97,0.87
2478,과자류,쯔마미이찌방 와사비빈스,40.0,5.67,1.33,1.33,3.0,40.0,0.67
2479,과자류,쯔마미이찌방 프라이빈스,41.09,6.65,1.96,0.78,3.91,31.3,0.2
2480,과자류,쯔마미타네,42.84,6.08,0.79,1.69,0.61,57.24,0.83
2481,과자류,쯔부요리 코모찌,37.5,7.2,0.66,0.6,3.0,61.5,0.0
2482,과자류,차나 달,45.0,4.5,1.8,1.8,0.3,63.0,0.36
2483,과자류,차니포(빙그레),85.71,20.71,0.0,0.36,11.43,35.71,0.36
2484,과자류,차세대 낫토키나제 125 (㈜비오팜),32.22,3.78,1.62,0.0,2.7,0.0,0.0
2485,과자류,차일드스 플레이 다츠,3.33,0.81,0.0,0.0,0.75,0.24,0.0
2486,과자류,차일드스 플레이 투시팝,3.53,0.88,0.0,0.0,0.75,0.0,0.0
2487,과자류,차카니스낵,42.95,5.73,0.53,2.05,1.27,81.82,1.02
2488,과자류,참ing레몬버터맛(크라운제과),147.19,20.61,2.02,6.3,2.01,142.69,4.81
2489,과자류,참ing치즈레몬향(크라운제과),44.91,6.07,0.59,2.03,2.06,54.35,1.56
2490,과자류,참ing치즈크림(크라운제과),44.72,6.06,0.61,2.01,2.2,60.06,1.55
2491,과자류,참ing크리미버터맛(크라운제과),146.75,20.62,2.02,6.24,2.35,150.09,4.73
2492,과자류,참그레인(크라운제과),39.85,6.83,0.94,0.97,1.24,47.3,0.14
2493,과자류,참깨강정,45.0,4.86,1.26,2.34,0.05,0.36,0.0
2494,과자류,참깨당과,23.25,2.25,1.2,0.6,0.74,52.5,0.15
2495,과자류,참깨맛 센베이,36.0,7.2,0.45,0.65,3.24,14.4,0.0
2496,과자류,참담백한미니크래커(크라운제과),40.91,6.63,0.87,1.21,0.18,60.05,0.67
2497,과자류,참미니꽈베기,45.0,5.7,0.9,2.1,0.9,19.5,1.17
2498,과자류,참수박바(빙그레),147.4,29.07,0.0,3.46,20.0,27.68,2.35
2499,과자류,참스 자이언트 블로우 팝,3.44,0.91,0.0,0.0,0.75,0.31,0.0
2500,과자류,참쌀선과(크라운제과),44.03,6.56,0.41,1.79,0.96,42.97,0.74
2501,과자류,참쌀설병(크라운제과),42.81,6.89,0.39,1.52,1.67,30.53,0.61
2502,과자류,참쌀흑미설병(크라운제과),128.14,21.54,1.2,4.13,1.89,120.38,2.11
2503,과자류,참아이엔지 버터레몬향 크래커샌드위치,236.83,34.3,3.27,9.8,11.43,228.67,7.84
2504,과자류,참아이엔지 크리미버터 크래커샌드위치(180g),236.83,34.3,3.27,9.8,13.07,245.0,7.68
2505,과자류,참아이엔지 크리미버터향 크래커샌드위치 (180g),236.83,34.3,3.27,9.8,13.07,245.0,7.68
2506,과자류,참크래커(크라운제과),41.07,6.59,0.86,1.21,0.32,58.86,0.69
2507,과자류,찹쌀약과,130.0,16.0,1.0,7.0,1.5,20.0,0.6
2508,과자류,철분 칼슘 스틱,45.0,5.77,0.59,2.17,1.83,9.93,1.02
2509,과자류,청포도 구미100,3.3,0.77,0.05,0.0,0.6,0.26,0.0
2510,과자류,청포도 스파클(롯데제과),214.29,38.77,0.0,1.63,48.56,0.0,1.23
2511,과자류,체다 & 고다 치즈 팝콘,22.86,2.1,0.27,1.49,0.02,23.89,0.17
2512,과자류,체리향 캔디,3.75,0.94,0.0,0.0,0.75,1.25,0.0
2513,과자류,체리향 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
2514,과자류,초이스엘 나쵸칩,46.5,5.1,0.6,2.7,0.0,14.4,0.3
2515,과자류,초코 스마일,33.3,7.02,0.72,0.31,2.66,3.42,0.14
2516,과자류,초코 콘플레이크,33.9,7.2,0.6,0.3,3.0,2.4,0.21
2517,과자류,초코 크림 웨이퍼,41.9,6.83,0.31,1.55,3.42,22.34,0.68
2518,과자류,초코 팝콘,16.27,3.33,0.13,0.27,2.0,20.0,0.13
2519,과자류,초코 플라워모양 가프레테,40.5,6.57,0.45,1.35,0.25,8.1,1.12
2520,과자류,초코는새우편,47.34,5.49,0.63,2.61,1.27,24.75,1.62
2521,과자류,초코다이제스티브비스킷,46.44,6.12,0.72,2.16,1.8,36.36,0.9
2522,과자류,초코렛 크림 쿠키,45.0,0.0,0.48,2.42,3.6,18.69,1.18
2523,과자류,초코롤(타로),269.5,29.4,2.45,14.7,22.05,36.75,9.8
2524,과자류,초코리에르,47.4,5.7,0.6,2.4,2.1,29.7,1.26
2525,과자류,초코무무,42.0,6.0,0.84,1.62,2.1,31.2,0.9
2526,과자류,초코비 초콜릿향 스낵,49.46,5.54,0.29,2.92,3.46,14.22,0.72
2527,과자류,초코비스 바닐라향 비스킷,43.56,6.12,0.72,1.8,2.52,37.8,1.08
2528,과자류,초코비스 초콜릿향 비스킷,43.56,6.12,0.72,1.8,2.22,37.8,1.08
2529,과자류,초코비스 헤이즐넛 비스킷,43.56,6.12,0.72,1.8,2.88,37.8,1.08
2530,과자류,초코샌드위치비스킷,43.55,5.81,0.58,2.03,2.03,12.19,1.05
2531,과자류,초코엔크림비스킷,43.07,5.79,0.64,1.93,1.9,12.86,0.96
2532,과자류,초코웨하스,47.06,5.66,0.51,2.57,3.86,15.94,1.29
2533,과자류,초코챔프,35.1,7.5,0.6,0.3,3.3,46.5,0.18
2534,과자류,초코초코별,49.57,5.54,0.29,2.92,3.46,14.22,0.72
2535,과자류,초코칩 비스킷,44.1,6.3,0.6,1.89,1.2,36.9,1.08
2536,과자류,초코칩초코쿠키,68.75,10.75,0.75,2.5,2.55,65.0,1.5
2537,과자류,초코칩쿠키,44.55,6.12,0.54,1.98,2.25,25.74,0.99
2538,과자류,초코칩쿠키 초코웨이브쿠키,46.06,5.82,0.53,2.38,2.66,25.41,0.95
2539,과자류,초코칩쿠키 초코칩쿠키,46.2,6.0,0.6,2.1,5.7,28.5,0.99
2540,과자류,초코칩쿠키 초코칩쿠키위드슈거,45.87,6.1,0.58,2.03,5.81,27.87,0.99
2541,과자류,초코칩쿠키 초콜릿쿠키,45.87,5.81,0.58,2.32,5.52,25.84,1.02
2542,과자류,초코칩쿠키 코코아초코칩쿠키,36.6,5.7,0.6,2.1,5.4,5.1,0.9
2543,과자류,초코캣쿠키,202.5,24.75,2.25,11.02,0.0,67.5,7.2
2544,과자류,초코팡,50.0,5.5,0.1,2.7,3.89,11.0,1.35
2545,과자류,초코휘레,49.29,5.14,0.43,3.0,2.14,22.71,1.54
2546,과자류,초코휠,48.0,5.94,0.54,2.4,2.7,31.5,1.5
2547,과자류,초코휠더블,41.54,6.85,0.66,1.25,2.28,40.4,0.59
2548,과자류,초콜릿 뮤즐리바,40.5,4.98,0.84,1.92,2.25,5.7,0.66
2549,과자류,초콜릿 천크 소살리토,43.62,5.88,0.35,2.08,3.46,20.77,1.21
2550,과자류,초콜릿 천크 체사피크,43.62,5.88,0.35,2.08,3.46,20.77,1.21
2551,과자류,초콜릿 칩 쿠키,45.4,5.5,0.46,2.4,1.8,11.8,1.4
2552,과자류,초콜릿 크림 오레오 초콜릿 샌드위치 쿠키(미가방),44.22,6.48,0.35,1.88,0.25,34.53,1.11
2553,과자류,초콜릿&오렌지 쇼트브래드,48.27,5.65,0.49,2.7,2.05,22.5,1.8
2554,과자류,초콜릿딥마카다미아,42.95,4.91,0.41,2.45,2.86,18.41,1.43
2555,과자류,초콜릿딥마카다미아 1차포장,42.95,4.91,0.41,2.45,2.86,18.41,1.43
2556,과자류,초콜릿맛 타르트 쉘 라지 직사각,41.54,4.67,0.55,2.28,1.97,12.46,1.38
2557,과자류,초콜릿맛 타르트 쉘 미디움 직사각,45.0,5.19,0.69,3.46,1.73,8.65,1.38
2558,과자류,초콜릿맛 타르트 쉘 스몰 원형,41.25,4.65,0.56,2.25,1.99,12.38,1.42
2559,과자류,초콜릿맛 타르트 쉘 스몰 하트,41.4,4.65,0.6,2.28,2.01,12.42,1.41
2560,과자류,초콜릿웨하스,52.38,5.76,0.54,3.06,3.24,21.78,1.8
2561,과자류,초콜릿청크 쇼트브레드(초콜릿7%함유),248.68,29.4,2.45,13.48,9.8,196.0,8.57
2562,과자류,초콜릿칩버터비스킷,48.6,5.4,0.6,2.73,2.1,12.6,1.74
2563,과자류,초콜릿칩쿠키,44.76,5.92,0.47,2.13,1.8,33.16,1.18
2564,과자류,초콜릿칩향 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
2565,과자류,초콜릿크림 큐브 와퍼,44.78,6.07,0.45,2.07,2.92,6.75,1.12
2566,과자류,초콜릿향 와퍼스틱,43.92,6.3,0.54,1.8,4.5,7.56,0.0
2567,과자류,초콜릿향 태피(엘아이티이),35.36,7.07,0.0,0.64,4.5,54.64,0.32
2568,과자류,초콜릿향민트향 태피,35.36,7.07,0.0,0.64,4.5,54.64,0.32
